Código Classe Produto|Classe do Produto|Código|Nome Produto|Un.
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122061|GUIA DE ALIMENTAÇÃO 49013255|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122062|PINO DE TRAVA DA GUIA 49012922|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122063|GUIA 49007872|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122064|GUIA ESQUERDA 2 TAMPA 49007875|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122065|GUIA DIREITA 2 TAMPA 49007876|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122066|ANEL DISTANCIADOR P12X18X0,1 49007708|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122067|ANEL DISTANCIADOR P12X18X0,2 49007709|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122068|ANEL DISTANCIADOR P12X18X0,5 49007710|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122069|PINO 49034386|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122070|GUIA DA FITA 49013058|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122071|TAMPA DIREITA DA GUIA 49010314|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122072|TAMPA ESQUERDA DA GUIA 49010312|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122073|RODA MOTRIZ 49008230|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122074|ENGRENAGEM M3Z25 49007265|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122075|RODA MANUAL 49012007|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122076|ARMADURA 06-02-010-0469 49004190|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122077|POLIA 49008258|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122078|ROLAMENTO 61906ZZ 49006993|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122079|EXCENTRICO DE TENSÃO 49010050|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122080|POLIA DA CORREIA 49010884|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122081|GUIA DAS ALAVANCAS DE APERTO 49007166|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122082|ENGRENAGEM DE TENSÃO 49011858|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122083|POLIA DA CORREIA 6 49008593|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122084|VIBRADOR 49023733|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122085|PLACA DE PRESSÃO 49007254|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122086|PLACA 49007170|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122087|MOLA DE PRESSÃO D339E 49006964|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122088|MOLA DE TENSÃO ZFM50816|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122089|GUIA 49008402|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122090|RODA DE TENSÃO E GUIA DA FITA 49007194|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122091|ALAVANCA SBA0014901|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122092|GUIA LONGA SBA0015101|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122093|GUIA CURTA SBA0015103|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122094|KIT CABEÇOTE GS-41 SBA0014639|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122096|MONTAGEM DO PUXADOR SBA0014129|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122095|PLACA DESLIZAMENTO SBA0014072|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122097|ROLETE SBA0014650|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122098|PEÇA DE CABEÇOTE GS-41 49001550|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122099|ALAVANCA DE TRANSPORTE 49032457K|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122100|RODA 10-13 SBA0014647|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122101|ALAVANCA INFERIOR SBA0014488|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122102|PEÇA DE CABEÇOTE GS-41 SBA0014058|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122103|PEÇA DE CABEÇOTE GS-41 SBA0014059|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122104|RODA 10-16 SBA0014056|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122105|POLIA CENTRAL SBA0014067|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122106|PEÇA DE CABEÇOTE GS-41 SBA0014061|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122107|PEÇA DE CABEÇOTE GS-41 SBA0014052|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122108|CONTROLE DE TENSÃO S3804255ZZZ|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI118002|CONJUNTO DE FIXAÇÃO DAS GUIAS 1 (VR80/88)|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI118003|CONJUNTO DE FIXAÇÃO DAS GUIAS 2 (VR80/88)|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108217|PINO GUIA 6X27 MS313017 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108218|PINO GUIA 8X30 MS312019 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108187|PINO GUIA 8X25 MS312018 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108065|PINO GUIA 8X26 MS308015 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI210081|ROLETE DE ESTIRO AP-300 PS33200110|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108219|CHAVETA 08X07X130 MS320001 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108220|CHAVETA 08X07X80 MS320002 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108221|CHAVETA 08X07X125 MS320003 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108222|CHAVETA 08X07X60 MS320004 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108223|CHAVETA 08X07X35 MS320005 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108224|CHAVETA 10X08X30 MS320006 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108225|CHAVETA 05X03X12 MS320007 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108226|CHAVETA 10X08X20 MS320008 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN114218|CHAVETA 08X07X25 OMS NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN114219|CHAVETA 08X07X30 OMS NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN114220|CHAVETA 06X06X25 OMS NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI226001|MOLA DE RETORNO DA TRAVA DA CORRENTE TB114|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108072|INTERLIGAÇÃO DE ALUMÍNIO MS310003 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108077|PLACA MS311005 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108146|BARRA DE COMPRESSÃO MS305002A NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108227|BARRA DE COMPRESSÃO MS305002B NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108126|EIXO MS314025 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108172|POLIA MS314007 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108115|POLIA MS314008 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN314008|POLIA MS314008 NAC NÃO USAR|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN122110|PAINEL ELÉTRICO VR4-S GS-41|UN
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN122111|MOLA DE COMPRESSÃO 49006968|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122111|MONTAGEM DA ROLDANA SBA0002674|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122112|SUPORTE DAS RODAS SBA0002787|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122113|MOVIMENTO VERTICAL DO SUPORTE DAS RODAS  SBA0002823|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122114|PEÇA GS-41 S340518800A|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122115|RODA PARA O DISPOSITIVO LATERAL SBA0015850|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI206108|FIXADOR ES-103 S13160011|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN122116|FLANGE DO MOTORADUTOR VR-4|UN
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN122117|SUPORTE DO QUADRO VR-4|UN
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN119040|INTERRUPTOR THR-1521 FM8108 NAC|UN
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122118|CORREIA SCA0000890|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108013|CORREIA MS314004 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI206109|LÂMINA DA RESISTÊNCIA P/ ES-103 S23-190005|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN114213|ROLDANA LISA Q0001022 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN114196|ROLDANA RECARTILHADA UR000020 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN114004|MOLA DE COMPRESSÃO DAS PINÇAS DR9711 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN114030|SUPORTE DE ALUMÍNIO DA RESISTÊNCIA Q0009159 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN114021|SENSOR OMROM V06149560 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN114063|LÂMINA DA RESISTÊNCIA Q0001072 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN114005|1ª PINÇA J0002404 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN114003|CORTADOR DR0374 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN1080183|CABO DO SENSOR EPR023 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI210082|RODA DA CORRENTE DO MOTOR PS3120210|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI210083|RODA DE APOIO 1.8M PS3120600|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI210084|ROLAMENTO SB5 PZ8060080|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI210085|PLACA DA FECHADURA PS3201100|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI210086|ENGRENAGEM DO PRÉ-ESTIRO PS3314400|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI210087|MOLA DA PLACA PS3311300|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI210088|ROLAMENTO DA PLACA PS3310800|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI210089|PORCA M8 PZ141M080|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI210090|ARRUELA M8 PZ1250625|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI210091|PARAFUSO M8 PZ1110825|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI210092|ROLETE LONGO PS3314800|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI210093|MOLA DA PLACA PS3311600|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI210094|ENGRENAGEM DA CORRENTE DE TRANSMISSÃO PS3321200|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI108230|ANEL DISTANCIADOR D20 MS306006D20|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108231|INTERLIGAÇÃO MS310023 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108232|TAMPA MS302005 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108167|ALAVANCA MS311017 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108037|PRENDEDOR TRASEIRO MS312010 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108233|DISTANCIADOR MS304009 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108012|MOLA DA FACA MS312020 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN114132|MOLA DE RETORNO DAS PINÇAS DR9713 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN114160|MOLA DO EIXO DE TENSÃO J0021525 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI118004|FREIO COMPLETO PORTA BOBINA PB10202|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI210095|EPROM 313W AP300 PZ731P300-A|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI210096|BASE DO SENSOR INFERIOR PS3300200|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI119047|BASE FIXA DA ENGRENAGEM CHW1521-5005|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI119048|EMBUCHAMENTO BASE BORRACHA INFERIOR CHW1521-5023A|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI119049|APOIO DA CORRENTE TC3000|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI119050|APOIO DO MANCAL|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI119051|BASE CHW1521-5015|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI119052|BUCHA FURO PQ CHW1521-2018|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI119053|INTERRUPTOR OPCIONAL 1521 POS.13|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI108029|RELE EDE022|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI108086|MOLA DA RESISTENCIA MS311020B|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI108186|MOLA MS399001|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI108192|BLOCO MS303019|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI108205|TAMPA INOX MS314031|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108229|BASE DA SOLENÓIDE MS303008 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI108234|GUIA MS302021|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI108235|GUIA MS302021-19|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI108236|GUIA MS302021-12|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI108237|ANEL DISTANCIADOR 10MM MS306006D10|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI108238|ROLAMENTO MS308020|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI108239|CANAL CAM DIREITO MS313011|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI108240|CORRENTE MS305011|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI114224|ANEL DISTANCIADOR V040471|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI114225|ROLETE DR0356|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI114226|BOTÃO V06181300|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI114227|CONJUNTO DE RELÊ V06400572|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI114228|RESISTOR DE FRENAGEM TR14/18|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI114229|ENGRENAGEM (RODA HELICOIDAL) DR0129|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI114230|ENGRENAGEM DR0021|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI114231|MOTOR VR6208503|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI114232|SENSOR EPR010300|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI114233|DISCO DE FREIO PB10202|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI114234|MOLA S14120|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI114235|CONECTOR ECN005700|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI114236|CAME S14496|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI114237|CAME S14497|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI114238|PC CABEÇOTE MCU022|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI114239|PEÇA DE CABEÇOTE S14329|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI114240|PEÇA DE CABEÇOTE ECN005600|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI114241|PEÇA DE CABEÇOTE PAP20X20|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI114242|PEÇA DE CABEÇOTE ECN006100|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI114243|PEÇA DE CABEÇOTE S14255|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI114244|PEÇA DE CABEÇOTE S14155|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI114245|PEÇA DE CABEÇOTE ECN006000|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI114246|PEÇA DE CABEÇOTE S14498|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI114247|PEÇA DE CABEÇOTE MCU018|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI206110|PEÇA ES-103 S23164002|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI206111|PEÇA ES-103 S23190016|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI206112|PEÇA ES-103 S23122002|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI206113|POLIA S23160001|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI206114|EIXO S23171003-N|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI206115|PEÇA ES-103 S23180014|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI206116|PEÇA ES-103 S23190010|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI206117|PEÇA ES-103 S23190012|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI206118|PEÇA ES-103 S23121906|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI206119|PEÇA ES-103 S23180018|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI206120|PEÇA ES-103 S23121201|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI206121|PEÇA ES-103 S23121202|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI206122|PEÇA ES-103 S23121204|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI206123|PEÇA ES-103 S23121205|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI206124|PEÇA ES-103 S23121206|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI206125|PEÇA ES-103 S23121902|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI206126|PEÇA ES-103 S23121903|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI206127|PEÇA ES-103 S23161101|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN117046|CABEÇOTE DE SOLDA BL 6110140 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN210009|EIXO DA RODA DE APOIO PS3120700 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN119004|EIXO SUPORTE DO ROLAMENTO CHW1521-1015 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN119003|ROLETE NYLON CHW1521-1014 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN210011|RODA DE APOIO 1.8M PS3120600 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI108241|AMORTECEDOR MS305013|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI108242|PARAFUSO MS311002|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI114248|PORCA 30X1,5 V040156|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI114249|PORCA 40X1,5 V040170|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108069|MOLA DE TRAÇÃO MS308024A NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108054|MOLA ALAVANCA DO SENSOR MS305003A NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN122018|MOLA DE COMPRESSÃO 49012653 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108004|GUIA MS303022 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108169|EIXO MS307004 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108074|PINO MOLA MS310010 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108170|EIXO MS306004 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108188|PINO MS312003 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108002|RODA POLIGONAL MS303003 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108107|BLOCO DAS PINÇAS MS312007 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108161|RODA DE TRAÇÃO MS304001 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108079|GUIA MS311007 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108243|PLACA MOLA MS303026 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108127|PINO MS314026 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108214|PINO MS303020 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108242|PINO MS311002 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108117|MOLA MS314011 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN114130|MOLA DR9604 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMNN302015|MOLA AES-01016 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122119|PARAFUSO 49003154|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122120|GUIA 49018358|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108244|CARRETEL MRU012 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108245|CABO RETO P/ SENSOR MS-300 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108246|CABO CURVO P/ SENSOR MS-300 NAC|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108247|PLACA DISTANCIADORA|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108248|TAMPA DO MANCAL|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108249|TAMPA DO MANCAL DE TENSÃO|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108250|MANCAL DE LATÃO DOS PRESSORES/FACA|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122121|GUIA DE SAÍDA DE CINTA 12MM - 49008405|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122122|GUIA DE ENTRADA DE CINTA 12MM - 49008408|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122123|GUIA DE SAÍDA DE CINTA 13MM - 49013060|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI122124|GUIA INFERIOR 13MM - 49013059|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQN108251|MANCAL DE LATÃO|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI210097|FOTOCELULA NOTURNA PZ7355T34|PC
PMQ02|PEÇAS E PARTES DE MAQ 2ª PARTE|PMQI210098|INVERSOR DE FREQUÊNCIA PZ612M2A-09|PC
